dep;jour;current_hosp;current_critical;total_returned_home;total_death;cumulative_hosp;cumulative_critical;cumulative_death;cumulative_returned_home;new_hosp;new_critical;new_death;new_returned_home;current_men_hosp;current_men_critical;total_men_returned_home;total_men_death;current_women_hosp;current_women_critical;total_women_returned_home;total_women_death
46;2020-04-08;17;9;39;1;61;11;1;43;5;1;1;6;10;6;17;0;7;3;22;1
46;2020-04-09;20;9;43;1;68;11;1;47;7;0;0;4;12;6;18;0;8;3;25;1
46;2020-04-10;18;8;49;2;73;11;2;53;5;0;1;6;11;5;18;1;7;3;31;1
46;2020-04-11;20;10;53;2;79;13;2;57;6;2;0;4;13;6;21;1;7;4;32;1
47;2020-03-19;10;1;1;0;0;0;0;0;0;0;0;0;7;1;1;0;3;0;0;0
47;2020-03-20;10;1;1;0;0;0;0;0;0;0;0;0;7;1;1;0;3;0;0;0
47;2020-03-21;13;1;1;0;3;0;0;0;3;0;0;0;8;1;1;0;5;0;0;0
47;2020-03-22;15;2;1;0;5;1;0;0;2;1;0;0;9;2;1;0;6;0;0;0
47;2020-03-23;18;4;1;1;10;3;1;0;5;2;1;0;10;2;1;0;8;2;0;1
47;2020-03-24;16;2;2;1;13;3;2;1;3;0;1;1;9;1;1;1;7;1;1;0
47;2020-03-25;17;1;3;1;16;3;2;2;3;0;0;1;9;1;2;1;8;0;1;0
47;2020-03-26;16;3;4;3;18;5;4;3;2;2;2;1;8;2;2;3;8;1;2;0
47;2020-03-27;17;5;5;3;20;7;4;4;2;2;0;1;9;3;2;3;8;2;3;0
47;2020-03-28;25;8;4;3;28;10;4;4;8;3;0;0;15;5;1;3;10;3;3;0
47;2020-03-29;27;8;4;3;30;10;4;4;2;0;0;0;16;5;1;3;11;3;3;0
47;2020-03-30;27;7;6;3;33;11;4;6;3;1;0;2;16;6;1;3;11;1;5;0
47;2020-03-31;25;6;8;3;33;11;4;8;0;0;0;2;15;5;2;3;10;1;6;0
47;2020-04-01;29;6;8;3;37;11;4;8;4;0;0;0;18;5;2;3;11;1;6;0
47;2020-04-02;30;7;8;3;38;12;4;8;1;1;0;0;18;5;2;3;12;2;6;0
47;2020-04-03;29;7;11;3;40;12;4;11;2;0;0;3;18;5;4;3;11;2;7;0
47;2020-04-04;28;7;12;3;41;12;4;12;1;0;0;1;17;5;5;3;11;2;7;0
47;2020-04-05;31;7;12;3;43;12;4;12;2;0;0;0;18;5;5;3;13;2;7;0
47;2020-04-06;31;7;12;3;43;12;4;12;0;0;0;0;18;5;5;3;13;2;7;0
47;2020-04-07;30;7;15;3;45;12;4;15;2;0;0;3;16;5;8;3;14;2;7;0
47;2020-04-08;29;7;16;3;45;12;4;16;0;0;0;1;16;5;8;3;13;2;8;0
47;2020-04-09;29;7;16;4;46;12;5;16;1;0;1;0;15;5;8;4;14;2;8;0
47;2020-04-10;28;6;17;4;46;12;5;17;0;0;0;1;14;5;9;4;14;1;8;0
47;2020-04-11;27;6;17;4;46;12;5;17;0;0;0;0;15;6;9;4;12;0;8;0
48;2020-03-19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
48;2020-03-20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
48;2020-03-21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
48;2020-03-22;2;0;1;0;2;0;0;1;2;0;0;1;2;0;0;0;0;0;1;0
48;2020-03-23;4;0;1;0;4;0;0;1;2;0;0;0;4;0;0;0;0;0;1;0
48;2020-03-24;7;2;2;0;8;2;0;2;4;2;0;1;6;2;1;0;1;0;1;0
48;2020-03-25;8;2;2;0;9;2;0;2;1;0;0;0;6;2;1;0;2;0;1;0
48;2020-03-26;7;2;3;0;9;2;0;3;0;0;0;1;5;2;2;0;2;0;1;0
48;2020-03-27;7;2;3;0;9;2;0;3;0;0;0;0;5;2;2;0;2;0;1;0
48;2020-03-28;8;2;4;0;11;2;0;4;2;0;0;1;4;2;3;0;4;0;1;0
48;2020-03-29;9;2;4;0;12;2;0;4;1;0;0;0;5;2;3;0;4;0;1;0
48;2020-03-30;8;2;6;0;13;2;0;6;1;0;0;2;5;2;4;0;3;0;2;0
48;2020-03-31;7;2;7;0;13;2;0;7;0;0;0;1;5;2;4;0;2;0;3;0
48;2020-04-01;9;2;7;0;15;2;0;7;2;0;0;0;6;2;4;0;3;0;3;0
48;2020-04-02;9;1;8;0;16;2;0;8;1;0;0;1;5;1;5;0;4;0;3;0
48;2020-04-03;9;1;8;0;16;2;0;8;0;0;0;0;5;1;5;0;4;0;3;0
48;2020-04-04;8;1;9;0;16;2;0;9;0;0;0;1;4;1;6;0;4;0;3;0
48;2020-04-05;8;1;9;0;16;2;0;9;0;0;0;0;4;1;6;0;4;0;3;0
48;2020-04-06;8;1;9;0;16;2;0;9;0;0;0;0;4;1;6;0;4;0;3;0
48;2020-04-07;6;1;11;0;16;2;0;11;0;0;0;2;3;1;7;0;3;0;4;0
48;2020-04-08;6;1;11;0;16;2;0;11;0;0;0;0;3;1;7;0;3;0;4;0
48;2020-04-09;6;1;11;0;16;2;0;11;0;0;0;0;3;1;7;0;3;0;4;0
48;2020-04-10;6;1;11;0;16;2;0;12;0;0;0;1;3;1;7;0;3;0;4;0
48;2020-04-11;6;1;11;0;16;2;0;12;0;0;0;0;3;1;7;0;3;0;4;0
49;2020-03-19;16;3;28;0;14;3;0;5;14;3;0;5;7;2;17;0;9;1;11;0
49;2020-03-20;22;4;38;0;23;3;0;12;9;0;0;7;13;3;20;0;9;1;18;0
49;2020-03-21;22;6;35;2;33;9;2;14;10;6;2;2;12;4;20;2;9;1;15;0
49;2020-03-22;22;6;40;2;41;10;2;21;8;1;0;7;12;3;24;2;10;3;16;0
49;2020-03-23;46;10;43;4;69;15;4;22;28;5;2;1;22;4;24;4;24;6;19;0
49;2020-03-24;58;15;48;5;87;23;5;27;18;8;1;5;29;8;27;4;29;7;21;1
49;2020-03-25;67;16;55;6;106;25;6;34;19;2;1;7;42;9;29;4;25;7;26;2
49;2020-03-26;79;20;65;8;135;34;8;44;29;9;2;10;50;12;30;5;29;8;35;3
49;2020-03-27;91;22;73;10;160;39;11;53;25;5;3;9;59;13;33;6;32;9;40;4
49;2020-03-28;107;29;81;10;181;44;11;61;21;5;0;8;69;22;39;6;38;7;42;4
49;2020-03-29;117;29;92;10;203;45;11;72;22;1;0;11;76;22;41;6;41;7;51;4
49;2020-03-30;125;30;94;14;226;54;15;74;23;9;4;2;77;23;42;8;48;7;52;6
49;2020-03-31;144;34;112;18;269;64;19;94;43;10;4;20;87;25;51;11;57;9;61;7
49;2020-04-01;150;40;127;18;296;75;19;109;27;11;0;15;95;32;58;11;55;8;69;7
49;2020-04-02;144;40;146;23;316;80;24;128;20;5;5;19;85;31;71;14;57;8;75;9
49;2020-04-03;152;53;163;27;333;87;28;146;17;7;4;18;91;41;81;16;60;11;82;11
49;2020-04-04;157;55;166;29;341;88;30;149;8;1;2;3;94;42;83;17;62;12;83;12
49;2020-04-05;161;55;171;33;351;90;34;155;10;2;4;6;95;40;87;21;65;14;84;12
49;2020-04-06;165;53;176;39;363;93;40;162;12;3;6;7;101;43;90;24;63;9;86;15
49;2020-04-07;174;53;196;44;398;96;45;183;35;3;5;21;112;43;97;26;61;9;99;18
49;2020-04-08;182;52;206;47;422;101;48;197;24;5;3;14;112;40;101;29;68;11;105;18
49;2020-04-09;191;53;218;47;443;106;48;210;21;5;0;13;115;40;106;29;74;13;112;18
49;2020-04-10;194;54;233;49;463;108;50;230;20;2;2;20;119;42;114;30;73;12;119;19
49;2020-04-11;203;46;242;53;486;109;54;243;23;1;4;13;122;35;115;32;79;11;127;21
50;2020-03-19;6;0;2;0;0;2;0;1;0;2;0;1;3;0;1;0;3;0;1;0
50;2020-03-20;12;4;2;0;6;4;0;1;6;2;0;0;5;1;1;0;7;3;1;0
50;2020-03-21;15;4;2;0;12;4;0;2;6;0;0;1;7;1;1;0;8;3;1;0
50;2020-03-22;19;5;3;0;14;6;0;2;2;2;0;0;9;2;1;0;10;3;2;0
50;2020-03-23;20;7;4;0;16;7;0;3;2;1;0;1;9;4;2;0;11;3;2;0
50;2020-03-24;20;6;4;2;18;8;2;3;2;1;2;0;11;5;2;0;9;1;2;2
50;2020-03-25;21;5;8;3;24;8;3;7;6;0;1;4;13;5;4;0;8;0;4;3
50;2020-03-26;22;6;9;3;26;9;3;8;2;1;0;1;13;6;5;0;9;0;4;3
50;2020-03-27;26;7;11;4;33;10;4;10;7;1;1;2;12;6;6;1;13;1;5;3
50;2020-03-28;32;11;11;4;39;14;4;10;6;4;0;0;17;10;6;1;14;1;5;3
50;2020-03-29;37;13;13;6;47;15;6;12;8;1;2;2;21;11;6;2;15;2;7;4
50;2020-03-30;46;15;14;7;59;18;7;13;12;3;1;1;26;13;7;3;18;2;7;4
50;2020-03-31;46;16;16;10;64;19;10;15;5;1;3;2;27;14;7;4;19;2;8;5
50;2020-04-01;54;19;18;10;75;23;10;17;11;4;0;2;31;16;8;4;23;3;9;5
50;2020-04-02;57;21;23;11;84;25;11;22;9;2;1;5;35;18;10;4;21;3;12;6
50;2020-04-03;59;21;27;10;91;26;11;26;7;1;0;4;36;17;12;3;22;3;14;6
50;2020-04-04;65;21;29;11;100;27;12;28;9;1;1;2;40;17;14;3;24;3;14;7
50;2020-04-05;75;24;29;13;110;28;14;28;10;1;2;0;45;20;14;4;27;3;14;8
50;2020-04-06;70;24;32;15;112;29;16;31;2;1;2;3;42;20;16;5;24;3;15;9
50;2020-04-07;66;23;40;17;120;30;18;39;8;1;2;8;40;20;19;6;23;2;20;10
50;2020-04-08;65;23;43;17;121;30;18;42;1;0;0;3;39;20;21;6;23;2;21;10
50;2020-04-09;71;23;44;19;130;30;20;43;9;0;2;1;40;20;22;7;27;2;21;11
50;2020-04-10;79;23;46;19;140;31;20;46;10;1;0;3;43;19;25;7;32;3;20;11
50;2020-04-11;71;21;53;21;142;31;22;53;2;0;2;7;40;17;27;9;28;3;24;11
51;2020-03-19;39;7;14;2;26;3;1;11;26;3;1;11;21;4;6;1;18;3;8;1
51;2020-03-20;54;11;26;2;42;7;1;20;16;4;0;9;32;6;10;1;22;5;15;1
51;2020-03-21;67;16;27;2;68;13;1;21;26;6;0;1;40;9;11;1;27;7;16;1
51;2020-03-22;92;19;27;3;96;18;4;24;28;5;3;3;56;13;11;2;36;6;16;1
51;2020-03-23;117;28;39;8;129;27;7;33;33;9;3;9;72;22;16;6;45;6;23;2
51;2020-03-24;145;33;52;10;177;32;9;47;48;5;2;14;87;26;22;8;58;7;30;2
51;2020-03-25;180;41;65;16;233;42;15;60;56;10;6;13;103;33;29;12;76;8;36;4
51;2020-03-26;199;44;71;19;260;46;18;66;27;4;3;6;118;34;31;13;81;10;40;6
51;2020-03-27;218;47;80;20;291;51;19;75;31;5;1;9;131;35;34;13;85;12;44;7
51;2020-03-28;254;52;113;24;371;64;23;109;80;13;4;34;165;44;43;15;87;8;67;9
51;2020-03-29;260;53;127;26;397;67;25;123;26;3;2;14;169;45;47;16;89;8;77;10
51;2020-03-30;269;62;137;41;430;81;40;134;33;14;15;11;169;50;53;25;98;12;81;16
51;2020-03-31;324;61;170;46;532;85;46;170;102;4;6;36;200;49;66;28;121;12;101;18
51;2020-04-01;329;61;196;53;582;90;53;196;50;5;7;26;198;46;79;34;129;15;114;19
51;2020-04-02;365;65;215;58;639;95;58;215;57;5;5;19;219;48;85;39;141;17;126;19
51;2020-04-03;355;68;237;67;662;100;67;237;23;5;9;22;212;50;97;44;139;18;136;22
51;2020-04-04;384;71;253;70;710;104;70;253;48;4;3;16;224;51;105;46;155;20;144;23
51;2020-04-05;391;71;253;70;717;104;70;253;7;0;0;0;228;51;105;46;158;20;144;23
51;2020-04-06;389;67;271;80;745;105;80;271;28;1;10;18;224;49;116;50;160;18;151;29
51;2020-04-07;391;71;313;88;803;112;88;315;58;7;8;44;217;55;137;55;169;16;172;32
51;2020-04-08;374;63;347;104;839;114;105;350;36;2;17;35;209;49;153;62;160;14;190;41
51;2020-04-09;386;62;365;108;872;117;110;369;33;3;5;19;218;48;162;63;161;14;199;44
51;2020-04-10;392;60;389;118;913;119;120;393;41;2;10;24;220;46;174;71;167;14;209;46
51;2020-04-11;366;58;419;131;929;124;134;424;16;5;14;31;207;45;187;80;154;13;226;50
52;2020-03-19;4;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;1
52;2020-03-20;8;0;5;4;13;0;3;5;13;0;3;5;2;0;1;2;6;0;4;2
52;2020-03-21;9;0;5;4;15;2;3;5;2;2;0;0;3;0;1;2;6;0;4;2
52;2020-03-22;13;2;5;4;17;2;3;5;2;0;0;0;4;1;1;2;9;1;4;2
52;2020-03-23;13;3;6;4;17;3;3;6;0;1;0;1;5;2;1;2;8;1;5;2
52;2020-03-24;24;6;11;5;32;4;4;11;15;1;1;5;12;3;3;3;12;3;8;2
52;2020-03-25;23;7;12;5;32;5;4;12;0;1;0;1;12;3;3;3;11;4;9;2
52;2020-03-26;36;9;13;7;49;7;6;13;17;2;2;1;20;5;4;3;16;4;9;4
52;2020-03-27;49;10;17;8;67;8;7;17;18;1;1;4;28;6;7;3;21;4;10;5
52;2020-03-28;53;11;17;8;72;9;7;17;5;1;0;0;30;7;7;3;23;4;10;5
52;2020-03-29;53;11;17;8;72;9;7;17;0;0;0;0;30;7;7;3;23;4;10;5
52;2020-03-30;55;11;17;8;74;9;7;17;2;0;0;0;32;7;7;3;23;4;10;5
52;2020-03-31;65;13;19;8;86;11;7;19;12;2;0;2;37;8;9;3;28;5;10;5
52;2020-04-01;66;12;20;8;90;11;7;20;4;0;0;1;37;7;10;3;29;5;10;5
52;2020-04-02;66;12;23;8;93;11;7;23;3;0;0;3;36;7;12;3;30;5;11;5
52;2020-04-03;82;15;34;18;129;13;17;34;36;2;10;11;45;11;19;5;37;4;15;13
52;2020-04-04;99;16;44;23;163;16;22;44;34;3;5;10;54;12;25;8;45;4;19;15
52;2020-04-05;99;18;46;25;168;19;24;46;5;3;2;2;52;12;27;9;47;6;19;16
52;2020-04-06;109;18;50;27;189;23;26;51;21;4;2;5;57;12;29;9;52;6;21;18
52;2020-04-07;115;17;55;35;208;24;34;58;19;1;8;7;59;11;32;13;56;6;23;22
52;2020-04-08;107;16;58;37;215;25;36;68;7;1;2;10;57;10;35;14;50;6;23;23
52;2020-04-09;97;16;61;36;224;25;36;77;9;0;0;9;52;10;36;14;45;6;25;22
52;2020-04-10;100;19;72;37;236;29;37;88;12;4;1;11;52;10;41;15;48;9;31;22
52;2020-04-11;99;18;78;40;244;31;40;94;8;2;3;6;49;8;44;18;50;10;34;22
53;2020-03-19;5;1;3;0;3;2;0;1;3;2;0;1;4;1;1;0;1;0;2;0
53;2020-03-20;7;2;3;0;4;2;0;1;1;0;0;0;6;2;1;0;1;0;2;0
53;2020-03-21;7;2;3;0;5;2;0;1;1;0;0;0;6;2;1;0;1;0;2;0
53;2020-03-22;9;2;3;0;6;2;0;1;1;0;0;0;7;2;1;0;2;0;2;0
53;2020-03-23;14;2;3;1;12;3;1;1;6;1;1;0;10;2;1;1;4;0;2;0
53;2020-03-24;14;2;3;1;13;4;1;1;1;1;0;0;10;2;1;1;4;0;2;0
53;2020-03-25;21;4;3;1;20;6;1;1;7;2;0;0;14;4;1;1;7;0;2;0
53;2020-03-26;27;5;3;3;29;7;3;1;9;1;2;0;18;5;1;1;9;0;2;2
53;2020-03-27;45;6;3;3;47;8;3;1;18;1;0;0;23;5;1;1;22;1;2;2
53;2020-03-28;46;6;3;5;50;9;5;1;3;1;2;0;23;5;1;1;23;1;2;4
53;2020-03-29;54;7;3;5;58;10;5;1;8;1;0;0;26;5;1;1;25;1;2;4
53;2020-03-30;56;8;4;7;63;11;7;2;5;1;2;1;30;7;1;2;26;1;3;5
53;2020-03-31;55;9;8;8;71;14;8;6;8;3;1;4;31;8;3;3;24;1;5;5
53;2020-04-01;56;9;11;8;74;15;8;9;3;1;0;3;32;8;4;3;24;1;7;5
53;2020-04-02;60;10;14;8;83;16;8;12;9;1;0;3;29;9;6;3;31;1;8;5
53;2020-04-03;66;12;14;9;89;18;9;12;6;2;1;0;34;11;6;4;32;1;8;5
53;2020-04-04;75;14;14;11;97;19;11;14;8;1;2;2;37;11;7;6;38;3;7;5
53;2020-04-05;74;14;17;11;99;19;11;17;2;0;0;3;36;11;9;6;38;3;8;5
53;2020-04-06;76;14;17;11;101;19;11;18;2;0;0;1;37;11;8;6;39;3;9;5
53;2020-04-07;71;14;22;12;102;19;12;23;1;0;1;5;35;11;11;6;36;3;11;6
53;2020-04-08;74;15;25;13;110;21;13;26;8;2;1;3;33;10;12;7;41;5;13;6
53;2020-04-09;75;14;28;14;115;21;14;29;5;0;1;3;34;10;14;8;41;4;14;6
53;2020-04-10;74;14;30;17;119;21;17;31;4;0;3;2;34;10;15;9;40;4;15;8
53;2020-04-11;65;11;39;18;120;21;18;40;1;0;1;9;33;8;17;9;32;3;22;9
54;2020-03-19;54;23;1;6;16;3;2;1;16;3;2;1;31;16;0;2;20;6;1;4
54;2020-03-20;65;26;2;7;25;5;3;1;9;2;1;0;38;18;0;3;25;7;2;4
54;2020-03-21;76;35;2;9;46;13;13;1;21;8;10;0;46;24;0;5;28;10;2;4
54;2020-03-22;105;57;12;16;94;40;15;11;48;27;2;10;62;39;5;8;42;18;6;7
54;2020-03-23;121;55;16;19;121;48;18;15;27;8;3;4;69;35;7;11;51;20;8;8
54;2020-03-24;161;79;25;24;168;69;23;24;47;21;5;9;90;50;10;14;71;29;14;10
54;2020-03-25;192;83;31;28;215;78;27;30;47;9;4;6;109;52;10;16;83;31;20;12
54;2020-03-26;209;93;41;33;244;84;32;40;29;6;5;10;121;61;17;19;87;32;23;14
54;2020-03-27;253;109;54;35;302;103;34;53;58;19;2;13;147;74;26;20;104;35;27;15
54;2020-03-28;314;131;64;38;383;136;37;65;81;33;3;12;178;91;31;22;134;40;32;16
54;2020-03-29;325;132;72;42;407;140;41;73;24;4;4;8;186;92;34;24;137;40;37;18
54;2020-03-30;372;146;89;50;482;157;49;90;75;17;8;17;214;103;43;29;155;42;45;21
54;2020-03-31;391;150;95;59;518;167;58;96;36;10;9;6;223;104;48;38;165;45;45;21
54;2020-04-01;411;156;132;75;596;189;75;136;78;22;17;40;234;105;62;46;170;49;67;29
54;2020-04-02;465;166;154;85;700;216;85;161;104;27;10;25;254;112;69;52;186;48;79;33
54;2020-04-03;501;180;189;96;781;237;99;196;81;21;14;35;266;123;88;60;203;49;94;35
54;2020-04-04;497;178;210;102;812;247;106;217;31;10;7;21;257;123;102;64;211;47;99;37
54;2020-04-05;488;175;225;109;831;251;113;232;19;4;7;15;249;121;111;67;210;46;105;41
54;2020-04-06;512;171;242;117;881;263;121;249;50;12;8;17;262;113;118;72;223;51;115;44
54;2020-04-07;496;173;287;126;922;272;130;295;41;9;9;46;256;118;136;75;216;48;138;50
54;2020-04-08;480;163;334;136;978;276;141;343;56;4;11;48;252;112;160;80;209;44;158;55
54;2020-04-09;470;160;362;141;1003;282;146;373;25;6;5;30;248;113;171;83;205;40;174;57
54;2020-04-10;508;151;378;163;1087;287;170;396;84;5;24;23;259;105;182;96;231;38;180;65
54;2020-04-11;508;150;390;171;1108;287;178;408;21;0;8;12;256;104;190;101;234;38;184;68
55;2020-03-19;35;3;4;0;38;5;0;5;38;5;0;5;17;0;1;0;18;3;3;0
55;2020-03-20;46;5;6;0;43;6;0;6;5;1;0;1;21;2;2;0;25;3;4;0
55;2020-03-21;60;6;7;1;60;7;1;7;17;1;1;1;29;3;3;0;31;3;4;1
55;2020-03-22;60;6;7;1;60;7;1;7;0;0;0;0;29;3;3;0;31;3;4;1
55;2020-03-23;86;7;16;2;96;8;2;16;36;1;1;9;39;3;6;1;46;4;10;1
55;2020-03-24;96;7;20;9;119;10;9;20;23;2;7;4;45;3;6;7;50;4;14;2
55;2020-03-25;107;9;24;11;136;12;11;24;17;2;2;4;50;4;9;7;56;5;15;4
55;2020-03-26;116;10;32;12;155;14;12;32;19;2;1;8;53;5;13;8;62;5;19;4
55;2020-03-27;128;13;37;13;172;16;13;37;17;2;1;5;65;8;16;8;63;5;21;5
55;2020-03-28;130;13;37;14;176;16;14;38;4;0;1;1;68;8;16;8;62;5;21;6
55;2020-03-29;131;13;38;14;179;16;14;39;3;0;0;1;68;8;17;8;63;5;21;6
55;2020-03-30;148;15;55;17;219;20;17;57;40;4;3;18;88;10;23;8;60;5;32;9
55;2020-03-31;141;16;69;22;232;21;22;72;13;1;5;15;82;11;32;12;59;5;37;10
55;2020-04-01;162;19;78;22;259;23;22;81;27;2;0;9;94;14;38;12;66;5;40;10
55;2020-04-02;153;21;93;23;269;26;23;98;10;3;1;17;92;17;43;12;59;4;50;11
55;2020-04-03;154;20;105;25;285;30;25;111;16;4;2;13;95;17;49;12;57;3;56;13
55;2020-04-04;159;21;115;27;302;33;27;121;17;3;2;10;96;18;56;13;61;3;59;14
55;2020-04-05;157;21;118;28;305;33;28;124;3;0;1;3;96;18;58;13;59;3;60;15
55;2020-04-06;169;23;124;31;326;36;31;132;21;3;3;8;101;19;62;16;66;4;62;15
55;2020-04-07;168;23;141;33;344;37;34;151;18;1;3;19;98;18;74;17;68;5;67;16
55;2020-04-08;164;23;147;39;354;38;40;159;10;1;6;8;91;19;79;22;71;4;68;17
55;2020-04-09;158;23;161;41;364;39;42;173;10;1;2;14;89;20;84;23;67;3;77;18
55;2020-04-10;154;24;174;42;377;40;43;186;13;1;1;13;87;21;91;24;66;3;83;18
55;2020-04-11;143;21;183;45;383;40;46;196;6;0;3;10;79;18;95;27;63;3;88;18
56;2020-03-19;42;12;53;9;12;1;3;2;12;1;3;2;26;9;22;5;16;3;31;4
56;2020-03-20;49;12;29;9;18;1;3;4;6;0;0;2;28;9;14;5;21;3;15;4
56;2020-03-21;62;11;28;12;42;5;6;5;24;4;3;1;34;8;12;7;28;3;16;5
56;2020-03-22;77;15;29;13;53;10;7;9;11;5;1;4;47;12;12;8;30;3;17;5
56;2020-03-23;67;14;36;17;58;10;11;13;5;0;4;4;42;11;16;10;25;3;20;7
56;2020-03-24;67;14;43;17;67;11;11;21;9;1;0;8;41;12;19;10;26;2;24;7
56;2020-03-25;69;13;52;20;81;11;14;30;14;0;3;9;44;12;24;12;25;1;28;8
56;2020-03-26;89;18;57;21;108;16;15;35;27;5;1;5;60;17;26;13;29;1;31;8
56;2020-03-27;89;19;67;25;121;19;19;45;13;3;4;10;61;18;32;15;28;1;35;10
56;2020-03-28;93;25;74;25;135;25;19;52;14;6;0;7;62;23;36;15;31;2;38;10
56;2020-03-29;98;26;79;28;149;26;22;57;14;1;3;5;66;24;38;16;32;2;41;12
56;2020-03-30;106;29;79;29;165;29;23;60;16;3;1;3;65;27;39;17;41;2;40;12
56;2020-03-31;117;30;81;30;179;32;24;64;14;3;1;4;72;26;39;18;45;4;42;12
56;2020-04-01;133;32;86;32;205;38;26;69;26;6;2;5;76;27;40;19;57;5;46;13
56;2020-04-02;138;30;95;35;223;41;29;78;18;3;3;9;84;26;43;20;54;4;52;15
56;2020-04-03;143;29;98;37;237;47;31;82;14;6;2;4;83;24;44;22;60;5;54;15
56;2020-04-04;136;24;110;40;245;50;34;95;8;3;3;13;78;21;52;24;58;3;58;16
56;2020-04-05;135;24;113;45;253;51;39;98;8;1;5;3;79;20;53;27;55;3;60;18
56;2020-04-06;147;35;119;48;263;52;42;104;10;1;3;6;91;31;57;28;56;4;62;20
56;2020-04-07;144;34;127;52;272;54;46;113;9;2;4;9;91;31;62;30;53;3;65;22
56;2020-04-08;154;34;149;55;307;55;49;135;35;1;3;22;97;30;77;32;57;4;72;23
56;2020-04-09;147;33;162;55;313;56;49;148;6;1;0;13;91;30;87;32;56;3;75;23
56;2020-04-10;139;34;175;56;320;59;51;161;7;3;2;13;82;30;95;33;57;4;80;23
56;2020-04-11;130;35;194;59;334;63;54;180;14;4;3;19;81;32;104;35;49;3;90;24
57;2020-03-19;194;46;15;19;36;15;4;5;36;15;4;5;109;36;8;8;84;10;7;11
57;2020-03-20;257;61;24;23;111;29;7;13;75;14;3;8;139;46;10;8;116;15;13;15
57;2020-03-21;286;64;34;25;180;40;10;28;69;11;3;15;153;48;17;8;130;16;16;17
57;2020-03-22;332;72;51;32;244;48;21;40;64;8;11;12;179;57;26;11;151;15;24;21
57;2020-03-23;391;83;58;53;312;61;38;48;68;13;17;8;202;61;29;25;184;22;28;28
57;2020-03-24;525;101;80;65;483;87;50;72;171;26;12;24;275;76;38;33;240;24;40;32
57;2020-03-25;567;115;114;79;575;106;64;106;92;19;14;34;301;89;55;40;256;25;56;39
57;2020-03-26;642;120;144;99;700;118;84;136;125;12;20;30;344;94;67;52;288;24;73;47
57;2020-03-27;691;127;171;122;803;132;108;164;103;14;24;28;377;99;75;65;304;26;91;57
57;2020-03-28;747;145;203;152;925;157;138;196;122;25;30;32;422;114;86;85;316;29;112;66
57;2020-03-29;809;161;214;163;1010;179;149;207;85;22;11;11;460;126;89;92;341;34;120;70
57;2020-03-30;871;170;235;182;1125;202;168;228;115;23;19;21;493;135;99;104;370;34;131;77
57;2020-03-31;947;180;259;193;1245;222;179;252;120;20;11;24;532;142;111;114;405;36;143;78
57;2020-04-01;1021;181;305;212;1391;238;198;299;146;16;19;47;575;139;134;128;435;40;166;83
57;2020-04-02;1030;175;362;242;1500;256;228;356;109;18;30;57;579;131;164;148;442;43;192;93
57;2020-04-03;1026;168;432;282;1627;271;270;426;127;15;42;70;586;122;194;171;431;45;232;110
57;2020-04-04;1028;167;473;312;1708;284;300;468;81;13;30;42;577;119;219;192;442;47;248;119
57;2020-04-05;1018;168;517;337;1770;296;325;512;62;12;25;44;567;118;246;204;442;49;265;132
57;2020-04-06;1011;173;567;358;1845;316;346;563;75;20;21;51;565;121;273;216;436;50;288;141
57;2020-04-07;1020;173;630;389;1957;327;377;626;112;11;31;63;553;117;308;231;458;54;315;157
57;2020-04-08;1002;167;692;414;2033;337;406;690;76;10;29;64;539;110;344;243;457;56;343;169
57;2020-04-09;1022;166;737;429;2122;345;422;742;89;8;16;52;540;110;369;251;477;56;363;175
57;2020-04-10;1052;160;788;452;2237;346;446;800;115;1;24;58;547;108;401;257;499;52;382;192
57;2020-04-11;1038;160;814;467;2268;353;461;826;31;7;15;26;539;109;414;268;493;51;395;196
58;2020-03-19;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
58;2020-03-20;1;1;0;0;2;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0
58;2020-03-21;1;1;0;0;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
58;2020-03-22;1;1;0;0;3;3;0;0;1;2;0;0;1;1;0;0;0;0;0;0
58;2020-03-23;3;2;0;0;4;3;0;0;1;0;0;0;2;2;0;0;1;0;0;0
58;2020-03-24;3;2;0;0;4;3;0;0;0;0;0;0;2;2;0;0;1;0;0;0
58;2020-03-25;3;2;0;0;4;3;0;0;0;0;0;0;2;2;0;0;1;0;0;0
58;2020-03-26;4;2;0;0;5;3;0;0;1;0;0;0;2;2;0;0;2;0;0;0
58;2020-03-27;6;3;0;0;7;4;0;0;2;1;0;0;3;3;0;0;3;0;0;0
58;2020-03-28;7;4;1;0;9;5;0;1;2;1;0;1;4;4;0;0;3;0;1;0
58;2020-03-29;9;6;1;0;9;5;0;1;0;0;0;0;6;6;0;0;3;0;1;0
58;2020-03-30;12;7;1;0;11;5;0;1;2;0;0;0;9;7;0;0;3;0;1;0
58;2020-03-31;12;8;1;2;13;6;2;1;2;1;2;0;8;7;0;1;4;1;1;1
58;2020-04-01;12;9;1;3;14;7;3;1;1;1;1;0;8;8;0;2;4;1;1;1
